DATE_TIME,current_contract,next_contract,carry_contract
2005-12-30 23:00:00,20060200,20060400,20051200
2006-02-28 23:00:00,20060400,20060600,20060200
2006-04-28 23:00:00,20060600,20060800,20060400
2006-06-30 23:00:00,20060800,20061000,20060600
2006-08-30 23:00:00,20061000,20061200,20060800
2006-10-30 23:00:00,20061200,20070200,20061000
2006-12-29 23:00:00,20070200,20070400,20061200
2007-02-28 23:00:00,20070400,20070600,20070200
2007-04-30 23:00:00,20070600,20070800,20070400
2007-06-29 23:00:00,20070800,20071000,20070600
2007-08-30 23:00:00,20071000,20071200,20070800
2007-10-30 23:00:00,20071200,20080200,20071000
2007-12-31 23:00:00,20080200,20080400,20071200
2008-02-29 23:00:00,20080400,20080600,20080200
2008-04-30 23:00:00,20080600,20080800,20080400
2008-06-30 23:00:00,20080800,20081000,20080600
2008-08-29 23:00:00,20081000,20081200,20080800
2008-10-30 23:00:00,20081200,20090200,20081000
2008-12-31 23:00:00,20090200,20090400,20081200
2009-02-27 23:00:00,20090400,20090600,20090200
2009-04-30 23:00:00,20090600,20090800,20090400
2009-06-30 23:00:00,20090800,20091000,20090600
2009-08-31 23:00:00,20091000,20091200,20090800
2009-10-30 23:00:00,20091200,20100200,20091000
2009-12-31 23:00:00,20100200,20100400,20091200
2010-02-26 23:00:00,20100400,20100600,20100200
2010-04-30 23:00:00,20100600,20100800,20100400
2010-06-30 23:00:00,20100800,20101000,20100600
2010-08-30 23:00:00,20101000,20101200,20100800
2010-10-29 23:00:00,20101200,20110200,20101000
2010-12-31 23:00:00,20110200,20110400,20101200
2011-02-28 23:00:00,20110400,20110600,20110200
2011-04-29 23:00:00,20110600,20110800,20110400
2011-06-30 23:00:00,20110800,20111000,20110600
2011-08-30 23:00:00,20111000,20111200,20110800
2011-10-31 23:00:00,20111200,20120200,20111000
2011-12-30 23:00:00,20120200,20120400,20111200
2012-02-29 23:00:00,20120400,20120600,20120200
2012-04-30 23:00:00,20120600,20120800,20120400
2012-06-29 23:00:00,20120800,20121000,20120600
2012-08-30 23:00:00,20121000,20121200,20120800
2012-10-30 23:00:00,20121200,20130200,20121000
2012-12-31 23:00:00,20130200,20130400,20121200
2013-02-28 23:00:00,20130400,20130600,20130200
2013-04-30 23:00:00,20130600,20130800,20130400
2013-06-28 23:00:00,20130800,20131000,20130600
2013-08-30 23:00:00,20131000,20131200,20130800
2013-10-30 23:00:00,20131200,20140200,20131000
2013-12-31 23:00:00,20140200,20140400,20131200
2014-02-28 23:00:00,20140400,20140600,20140200
2014-04-30 23:00:00,20140600,20140800,20140400
2014-06-30 23:00:00,20140800,20141000,20140600
2014-08-29 23:00:00,20141000,20141200,20140800
2014-10-30 23:00:00,20141200,20150200,20141000
2014-12-31 23:00:00,20150200,20150400,20141200
2015-02-27 23:00:00,20150400,20150600,20150200
2015-04-30 23:00:00,20150600,20150800,20150400
2015-06-30 23:00:00,20150800,20151000,20150600
2015-08-31 23:00:00,20151000,20151200,20150800
2015-10-30 23:00:00,20151200,20160200,20151000
2015-12-31 23:00:00,20160200,20160400,20151200
2016-02-29 23:00:00,20160400,20160600,20160200
2016-04-29 23:00:00,20160600,20160800,20160400
2016-06-30 23:00:00,20160800,20161000,20160600
2016-08-30 23:00:00,20161000,20161200,20160800
