DATE_TIME,current_contract,next_contract,carry_contract
2008-05-29 05:00:00,20080900,20081200,20080600
2008-08-28 05:00:00,20081200,20090300,20080900
2008-11-27 06:00:00,20090300,20090600,20081200
2009-02-26 06:00:00,20090600,20090900,20090300
2009-05-28 05:00:00,20090900,20091200,20090600
2009-08-27 05:00:00,20091200,20100300,20090900
2009-11-27 06:00:00,20100300,20100600,20091200
2010-02-25 06:00:00,20100600,20100900,20100300
2010-05-27 05:00:00,20100900,20101200,20100600
2010-08-27 05:00:00,20101200,20110300,20100900
2010-11-29 06:00:00,20110300,20110600,20101200
2011-02-25 06:00:00,20110600,20110900,20110300
2011-05-27 05:00:00,20110900,20111200,20110600
2011-08-30 05:00:00,20111200,20120300,20110900
2011-11-29 06:00:00,20120300,20120600,20111200
2012-02-28 06:00:00,20120600,20120900,20120300
2012-05-30 05:00:00,20120900,20121200,20120600
2012-08-30 05:00:00,20121200,20130300,20120900
2012-11-29 06:00:00,20130300,20130600,20121200
2013-02-27 06:00:00,20130600,20130900,20130300
2013-05-30 05:00:00,20130900,20131200,20130600
2013-08-29 05:00:00,20131200,20140300,20130900
2013-11-28 06:00:00,20140300,20140600,20131200
2014-02-27 06:00:00,20140600,20140900,20140300
2014-05-29 05:00:00,20140900,20141200,20140600
2014-08-28 05:00:00,20141200,20150300,20140900
2014-11-27 06:00:00,20150300,20150600,20141200
2015-02-26 06:00:00,20150600,20150900,20150300
2015-05-28 05:00:00,20150900,20151200,20150600
2015-08-27 05:00:00,20151200,20160300,20150900
2015-11-27 06:00:00,20160300,20160600,20151200
2016-02-26 06:00:00,20160600,20160900,20160300
2016-05-27 05:00:00,20160900,20161200,20160600
2016-08-30 05:00:00,20161200,20170300,20160900
2016-11-29 06:00:00,20170300,20170600,20161200
2017-02-27 06:00:00,20170600,20170900,20170300
2017-05-30 05:00:00,20170900,20171200,20170600
2017-08-30 05:00:00,20171200,20180300,20170900
2017-11-29 06:00:00,20180300,20180600,20171200
2018-02-27 06:00:00,20180600,20180900,20180300
2018-05-30 05:00:00,20180900,20181200,20180600
2018-08-30 05:00:00,20181200,20190300,20180900
2018-11-29 06:00:00,20190300,20190600,20181200
2019-02-27 06:00:00,20190600,20190900,20190300
2019-05-30 05:00:00,20190900,20191200,20190600
2019-08-29 05:00:00,20191200,20200300,20190900
2019-11-28 06:00:00,20200300,20200600,20191200
2020-02-27 06:00:00,20200600,20200900,20200300
2020-05-28 05:00:00,20200900,20201200,20200600
2020-08-27 05:00:00,20201200,20210300,20200900
2020-11-27 06:00:00,20210300,20210600,20201200
2021-02-25 06:00:00,20210600,20210900,20210300
2021-05-27 05:00:00,20210900,20211200,20210600
2021-08-27 05:00:00,20211200,20220300,20210900
2021-11-29 06:00:00,20220300,20220600,20211200
2022-02-25 06:00:00,20220600,20220900,20220300
2022-05-30 05:00:00,20220900,20221200,20220600
2022-08-30 05:00:00,20221200,20230300,20220900
2022-11-29 06:00:00,20230300,20230600,20221200
2023-02-27 06:00:00,20230600,20230900,20230300
2023-05-30 05:00:00,20230900,20231200,20230600
2023-08-30 05:00:00,20231200,20240300,20230900
2023-11-29 06:00:00,20240300,20240600,20231200
2024-02-28 06:00:00,20240600,20240900,20240300
2024-05-30 06:00:00,20240900,20241200,20240600
2024-08-30 06:00:00,20241200,20250300,20240900
2024-11-30 06:00:00,20250300,20250600,20241200
2025-02-28 06:00:00,20250600,20250900,20250300
