DATE_TIME,current_contract,next_contract,carry_contract
1996-02-15 23:00:00,19960500,19960700,19960300
1996-04-16 23:00:00,19960700,19960900,19960500
1996-06-17 23:00:00,19960900,19961100,19960700
1996-08-16 23:00:00,19961100,19970100,19960900
1996-10-17 23:00:00,19970100,19970300,19961100
1996-12-16 23:00:00,19970300,19970500,19970100
1997-02-14 23:00:00,19970500,19970700,19970300
1997-04-16 23:00:00,19970700,19970900,19970500
1997-06-17 23:00:00,19970900,19971100,19970700
1997-08-18 23:00:00,19971100,19980100,19970900
1997-10-17 23:00:00,19980100,19980300,19971100
1997-12-15 23:00:00,19980300,19980500,19980100
1998-02-13 23:00:00,19980500,19980700,19980300
1998-04-16 23:00:00,19980700,19980900,19980500
1998-06-17 23:00:00,19980900,19981100,19980700
1998-08-17 23:00:00,19981100,19990100,19980900
1998-10-16 23:00:00,19990100,19990300,19981100
1998-12-15 23:00:00,19990300,19990500,19990100
1999-02-12 23:00:00,19990500,19990700,19990300
1999-04-16 23:00:00,19990700,19990900,19990500
1999-06-17 23:00:00,19990900,19991100,19990700
1999-08-17 23:00:00,19991100,20000100,19990900
1999-10-18 23:00:00,20000100,20000300,19991100
1999-12-16 23:00:00,20000300,20000500,20000100
2000-02-15 23:00:00,20000500,20000700,20000300
2000-04-17 23:00:00,20000700,20000900,20000500
2000-06-16 23:00:00,20000900,20001100,20000700
2000-08-17 23:00:00,20001100,20010100,20000900
2000-10-17 23:00:00,20010100,20010300,20001100
2000-12-15 23:00:00,20010300,20010500,20010100
2001-02-14 23:00:00,20010500,20010700,20010300
2001-04-16 23:00:00,20010700,20010900,20010500
2001-06-18 23:00:00,20010900,20011100,20010700
2001-08-17 23:00:00,20011100,20020100,20010900
2001-10-17 23:00:00,20020100,20020300,20011100
2001-12-14 23:00:00,20020300,20020500,20020100
2002-02-14 23:00:00,20020500,20020700,20020300
2002-04-16 23:00:00,20020700,20020900,20020500
2002-06-17 23:00:00,20020900,20021100,20020700
2002-08-16 23:00:00,20021100,20030100,20020900
2002-10-17 23:00:00,20030100,20030300,20021100
2002-12-16 23:00:00,20030300,20030500,20030100
2003-02-14 23:00:00,20030500,20030700,20030300
2003-04-16 23:00:00,20030700,20030900,20030500
2003-06-17 23:00:00,20030900,20031100,20030700
2003-08-18 23:00:00,20031100,20040100,20030900
2003-10-17 23:00:00,20040100,20040300,20031100
2003-12-16 23:00:00,20040300,20040500,20040100
2004-02-13 23:00:00,20040500,20040700,20040300
2004-04-16 23:00:00,20040700,20040900,20040500
2004-06-17 23:00:00,20040900,20041100,20040700
2004-08-17 23:00:00,20041100,20050100,20040900
2004-10-18 23:00:00,20050100,20050300,20041100
2004-12-15 23:00:00,20050300,20050500,20050100
2005-02-14 23:00:00,20050500,20050700,20050300
2005-04-15 23:00:00,20050700,20050900,20050500
2005-06-17 23:00:00,20050900,20051100,20050700
2005-08-17 23:00:00,20051100,20060100,20050900
2005-10-17 23:00:00,20060100,20060300,20051100
2005-12-15 23:00:00,20060300,20060500,20060100
